id,id_area,"AREA","SERVEI",id_carta,"CARTA","EXERCICI",ORDRE,"COMPROMISOS","OBJECTIUS_ANUALS","INDICADORS","UNITAT_COMPROMIS",COMPROMIS_ANUAL,RES_1R,RES_2R,RES_3R,RES_4R,RES_UNIC,GRAU_ACOMPLIMENT,PERCENTATGE,"CODI_ENS","NOM_ENS",id_compromis
"481","3","Sostenibilitat i Serveis Municipals","U035 - SERVEI DE SALUT PÚBLICA","3","BENESTAR ANIMAL","2025","1","2.-Recollida d'animals de companyia abandonats o perduts","<3 hores","Temps de recollida del 90% dels animals","Hores","3.0","1.24","1.05","0.0","0.0","0.0","0.5725","100.0","818460009","Ajuntament de Rubí","10"
"482","3","Sostenibilitat i Serveis Municipals","U035 - SERVEI DE SALUT PÚBLICA","3","BENESTAR ANIMAL","2025","2","3.-Autoritzacions per a esterilitzar gats de carrer","<7 dies","Temps de resposta del 90% de les sol·licituds","No informat","6.0","1.0","1.0","0.0","0.0","0.0","0.5","100.0","818460009","Ajuntament de Rubí","11"
"483","3","Sostenibilitat i Serveis Municipals","U035 - SERVEI DE SALUT PÚBLICA","3","BENESTAR ANIMAL","2025","3","3.-Autoritzacions per a esterilitzar gats de carrer","<7 dies","Temps de resposta del 90% de les sol·licituds","No informat","6.0","4.0","5.0","0.0","0.0","0.0","2.25","100.0","818460009","Ajuntament de Rubí","11"
"17","2","Projecció de la Ciutat, Cultura i Esports","U004 - UNITAT D'ORGANIZACIÓ, PLANIFICACIÓ I QUALITAT","4","BIBLIOTECA","2022","1","1.-Donar resposta ràpida i eficient a les demandes dels usuaris","Temps mig de resposta 72 h","1.-Grau de satisfacció dels usuaris/es respecte l'atenció personalitzada del personal de la biblioteca","Hores","72.0","0.0","0.0","0.0","0.0","48.0","48.0","100.0","818460009","Ajuntament de Rubí","13"
"18","2","Projecció de la Ciutat, Cultura i Esports","U004 - UNITAT D'ORGANIZACIÓ, PLANIFICACIÓ I QUALITAT","4","BIBLIOTECA","2022","2","2.-Facilitar solucions a les propostes dels usuaris","Respondre més propostes que queixes","2.-Percentatge de queixes, suggeriments i agraïments respostos en el termini establert de 72 h","Respostes","100.0","0.0","0.0","0.0","0.0","82.0","82.0","100.0","818460009","Ajuntament de Rubí","14"
"19","2","Projecció de la Ciutat, Cultura i Esports","U004 - UNITAT D'ORGANIZACIÓ, PLANIFICACIÓ I QUALITAT","4","BIBLIOTECA","2022","3","3.-Adequar i comprar documents nous i de qualitat per els usuaris","2% segons mòdul biblioteca C2","3.-Índex de renovació de la col·lecció (relació percentual entre els documents nous i el fons total)","Percentatge","2.0","0.0","0.0","0.0","0.0","1.2","1.2","0.0","818460009","Ajuntament de Rubí","15"
"21","2","Projecció de la Ciutat, Cultura i Esports","U004 - UNITAT D'ORGANIZACIÓ, PLANIFICACIÓ I QUALITAT","4","BIBLIOTECA","2022","4","4.-Oferir activitats, serveis i recursos d'interès per als usuaris","15.000 assistents a activitats per any","4.2.-Nombre d'assistents a les activitats","Persones","15000.0","0.0","0.0","0.0","0.0","13366.0","0.0","0.0","818460009","Ajuntament de Rubí","16"
"20","2","Projecció de la Ciutat, Cultura i Esports","U004 - UNITAT D'ORGANIZACIÓ, PLANIFICACIÓ I QUALITAT","4","BIBLIOTECA","2022","5","4.-Oferir activitats, serveis i recursos d'interès per als usuaris","145.000 visites per any","4.1.-Nombre de visites presencials durant l'any","Visites","145000.0","0.0","0.0","0.0","0.0","100532.0","0.0","0.0","818460009","Ajuntament de Rubí","16"
"22","2","Projecció de la Ciutat, Cultura i Esports","U004 - UNITAT D'ORGANIZACIÓ, PLANIFICACIÓ I QUALITAT","4","BIBLIOTECA","2022","6","5.-Dotar de valor social als recursos i serveis de la Biblioteca","2,25 euros per euro invertit","5.-Retorn social de la inversió i com reverteix el valor de la Biblioteca a la ciutadania","Euros","2.0","0.0","0.0","0.0","0.0","2.0","2.0","100.0","818460009","Ajuntament de Rubí","17"
"144","2","Projecció de la Ciutat, Cultura i Esports","U004 - UNITAT D'ORGANIZACIÓ, PLANIFICACIÓ I QUALITAT","4","BIBLIOTECA","2023","1","1.-Donar resposta ràpida i eficient a les demandes dels usuaris","Temps mig de resposta 72 h","1.-Grau de satisfacció dels usuaris/es respecte l'atenció personalitzada del personal de la biblioteca","Hores","72.0","0.0","0.0","0.0","0.0","48.0","48.0","100.0","818460009","Ajuntament de Rubí","13"
"145","2","Projecció de la Ciutat, Cultura i Esports","U004 - UNITAT D'ORGANIZACIÓ, PLANIFICACIÓ I QUALITAT","4","BIBLIOTECA","2023","2","2.-Facilitar solucions a les propostes dels usuaris","Respondre més propostes que queixes","2.-Percentatge de queixes, suggeriments i agraïments respostos en el termini establert de 72 h","Respostes","100.0","0.0","0.0","0.0","0.0","82.0","82.0","100.0","818460009","Ajuntament de Rubí","14"
"146","2","Projecció de la Ciutat, Cultura i Esports","U004 - UNITAT D'ORGANIZACIÓ, PLANIFICACIÓ I QUALITAT","4","BIBLIOTECA","2023","3","3.-Adequar i comprar documents nous i de qualitat per els usuaris","2% segons mòdul biblioteca C2","3.-Índex de renovació de la col·lecció (relació percentual entre els documents nous i el fons total)","Percentatge","2.0","0.0","0.0","0.0","0.0","4.6","4.6","100.0","818460009","Ajuntament de Rubí","15"
"148","2","Projecció de la Ciutat, Cultura i Esports","U004 - UNITAT D'ORGANIZACIÓ, PLANIFICACIÓ I QUALITAT","4","BIBLIOTECA","2023","4","4.-Oferir activitats, serveis i recursos d'interès per als usuaris","15.000 assistents a activitats per any","4.2.-Nombre d'assistents a les activitats","Persones","15000.0","0.0","0.0","0.0","0.0","16528.0","16528.0","100.0","818460009","Ajuntament de Rubí","16"
"147","2","Projecció de la Ciutat, Cultura i Esports","U004 - UNITAT D'ORGANIZACIÓ, PLANIFICACIÓ I QUALITAT","4","BIBLIOTECA","2023","5","4.-Oferir activitats, serveis i recursos d'interès per als usuaris","145.000 visites per any","4.1.-Nombre de visites presencials durant l'any","Visites","145000.0","0.0","0.0","0.0","0.0","126368.0","0.0","0.0","818460009","Ajuntament de Rubí","16"
"149","2","Projecció de la Ciutat, Cultura i Esports","U004 - UNITAT D'ORGANIZACIÓ, PLANIFICACIÓ I QUALITAT","4","BIBLIOTECA","2023","6","5.-Dotar de valor social als recursos i serveis de la Biblioteca","2,25 euros per euro invertit","5.-Retorn social de la inversió i com reverteix el valor de la Biblioteca a la ciutadania","Euros","2.25","0.0","0.0","0.0","0.0","1.58","1.58","0.0","818460009","Ajuntament de Rubí","17"
"417","2","Projecció de la Ciutat, Cultura i Esports","U004 - UNITAT D'ORGANIZACIÓ, PLANIFICACIÓ I QUALITAT","4","BIBLIOTECA","2024","1","1.-Donar resposta ràpida i eficient a les demandes dels usuaris","Temps mig de resposta 72 h","1.-Grau de satisfacció dels usuaris/es respecte l'atenció personalitzada del personal de la biblioteca","Hores","72.0","48.0","48.0","48.0","48.0","0.0","48.0","100.0","818460009","Ajuntament de Rubí","13"
"418","2","Projecció de la Ciutat, Cultura i Esports","U004 - UNITAT D'ORGANIZACIÓ, PLANIFICACIÓ I QUALITAT","4","BIBLIOTECA","2024","2","2.-Facilitar solucions a les propostes dels usuaris","Respondre més propostes que queixes","2.-Percentatge de queixes, suggeriments i agraïments respostos en el termini establert de 72 h","Respostes","82.0","152.0","101.0","48.0","61.0","0.0","362.0","100.0","818460009","Ajuntament de Rubí","14"
"419","2","Projecció de la Ciutat, Cultura i Esports","U004 - UNITAT D'ORGANIZACIÓ, PLANIFICACIÓ I QUALITAT","4","BIBLIOTECA","2024","3","3.-Adequar i comprar documents nous i de qualitat per els usuaris","2% segons mòdul biblioteca C2","3.-Índex de renovació de la col·lecció (relació percentual entre els documents nous i el fons total)","Percentatge","2.0","0.82","0.84","0.71","1.45","0.0","3.82","100.0","818460009","Ajuntament de Rubí","15"
"421","2","Projecció de la Ciutat, Cultura i Esports","U004 - UNITAT D'ORGANIZACIÓ, PLANIFICACIÓ I QUALITAT","4","BIBLIOTECA","2024","4","4.-Oferir activitats, serveis i recursos d'interès per als usuaris","15.000 assistents a activitats per any","4.2.-Nombre d'assistents a les activitats","Persones","15000.0","4367.0","5797.0","1386.0","5508.0","0.0","17058.0","100.0","818460009","Ajuntament de Rubí","16"
"420","2","Projecció de la Ciutat, Cultura i Esports","U004 - UNITAT D'ORGANIZACIÓ, PLANIFICACIÓ I QUALITAT","4","BIBLIOTECA","2024","5","4.-Oferir activitats, serveis i recursos d'interès per als usuaris","145.000 visites per any","4.1.-Nombre de visites presencials durant l'any","Visites","145000.0","35142.0","35776.0","17769.0","38933.0","0.0","127620.0","88.0","818460009","Ajuntament de Rubí","16"
"422","2","Projecció de la Ciutat, Cultura i Esports","U004 - UNITAT D'ORGANIZACIÓ, PLANIFICACIÓ I QUALITAT","4","BIBLIOTECA","2024","6","5.-Dotar de valor social als recursos i serveis de la Biblioteca","2,25 euros per euro invertit","5.-Retorn social de la inversió i com reverteix el valor de la Biblioteca a la ciutadania","Euros","2.25","1.67","1.72","1.35","1.88","0.0","1.655","73.0","818460009","Ajuntament de Rubí","17"
"484","2","Projecció de la Ciutat, Cultura i Esports","U004 - UNITAT D'ORGANIZACIÓ, PLANIFICACIÓ I QUALITAT","4","BIBLIOTECA","2025","1","1.-Donar resposta ràpida i eficient a les demandes dels usuaris","Temps mig de resposta 72 h","1.-Grau de satisfacció dels usuaris/es respecte l'atenció personalitzada del personal de la biblioteca","Hores","72.0","48.0","48.0","48.0","0.0","0.0","36.0","100.0","818460009","Ajuntament de Rubí","13"
"485","2","Projecció de la Ciutat, Cultura i Esports","U004 - UNITAT D'ORGANIZACIÓ, PLANIFICACIÓ I QUALITAT","4","BIBLIOTECA","2025","2","2.-Facilitar solucions a les propostes dels usuaris","Respondre més propostes que queixes","2.-Percentatge de queixes, suggeriments i agraïments respostos en el termini establert de 72 h","Respostes","62.0","55.0","43.0","26.0","0.0","0.0","124.0","100.0","818460009","Ajuntament de Rubí","14"
"486","2","Projecció de la Ciutat, Cultura i Esports","U004 - UNITAT D'ORGANIZACIÓ, PLANIFICACIÓ I QUALITAT","4","BIBLIOTECA","2025","3","3.-Adequar i comprar documents nous i de qualitat per els usuaris","2% segons mòdul biblioteca C2","3.-Índex de renovació de la col·lecció (relació percentual entre els documents nous i el fons total)","Percentatge","2.0","3.1","4.5","4.3","0.0","0.0","11.9","100.0","818460009","Ajuntament de Rubí","15"
"487","2","Projecció de la Ciutat, Cultura i Esports","U004 - UNITAT D'ORGANIZACIÓ, PLANIFICACIÓ I QUALITAT","4","BIBLIOTECA","2025","4","4.-Oferir activitats, serveis i recursos d'interès per als usuaris","15.000 assistents a activitats per any","4.2.-Nombre d'assistents a les activitats","Persones","15000.0","5041.0","5868.0","1871.0","0.0","0.0","12780.0","85.0","818460009","Ajuntament de Rubí","16"
"488","2","Projecció de la Ciutat, Cultura i Esports","U004 - UNITAT D'ORGANIZACIÓ, PLANIFICACIÓ I QUALITAT","4","BIBLIOTECA","2025","5","4.-Oferir activitats, serveis i recursos d'interès per als usuaris","145.000 visites per any","4.1.-Nombre de visites presencials durant l'any","Visites","145000.0","38133.0","35047.0","21508.0","0.0","0.0","94688.0","65.0","818460009","Ajuntament de Rubí","16"
"489","2","Projecció de la Ciutat, Cultura i Esports","U004 - UNITAT D'ORGANIZACIÓ, PLANIFICACIÓ I QUALITAT","4","BIBLIOTECA","2025","6","5.-Dotar de valor social als recursos i serveis de la Biblioteca","2,25 euros per euro invertit","5.-Retorn social de la inversió i com reverteix el valor de la Biblioteca a la ciutadania","Euros","2.25","1.89","1.91","1.24","0.0","0.0","1.26","56.0","818460009","Ajuntament de Rubí","17"
"27","10","Seguretat, Policia Comunitària, Civisme i Convivència","U102 - SERVEI DE CIVISME I CONVIVÈNCIA ALS BARRIS","5","CIVISME","2022","1","1.-Realitzar intervencions directes amb el/la ciutadà/na, a peu de carrer, que busquin revertir conductes incíviques o reforcin comportaments cívics, no associades al manteniment urbà","Mínim  1000 al trimestre","Nombre d'intervencions realitzades en matèria d'ordenances i normativa sobre tinença, mobilitat, gestió de residus, convivència","Intervencions","4000.0","774.0","2171.0","3704.0","2913.0","0.0","9562.0","100.0","818460009","Ajuntament de Rubí","21"
"23","10","Seguretat, Policia Comunitària, Civisme i Convivència","U102 - SERVEI DE CIVISME I CONVIVÈNCIA ALS BARRIS","5","CIVISME","2022","2","2.-Organitzar tallers per a la difusió, promoció i educació en civisme i convivència","Mínim 10 tallers a l'any","Nombre de tallers","Tallers","10.0","3.0","1.0","0.0","23.0","0.0","27.0","100.0","818460009","Ajuntament de Rubí","18"
"25","10","Seguretat, Policia Comunitària, Civisme i Convivència","U102 - SERVEI DE CIVISME I CONVIVÈNCIA ALS BARRIS","5","CIVISME","2022","3","4.-Realitzar campanyes de sensibilització entorn a la promoció del civisme i la millora de la convivència a la ciutat","Mínim 1 a l'any","Nombre de campanyes","Campanyes","3.0","0.0","2.0","0.0","2.0","4.0","4.0","100.0","818460009","Ajuntament de Rubí","112"
"24","10","Seguretat, Policia Comunitària, Civisme i Convivència","U102 - SERVEI DE CIVISME I CONVIVÈNCIA ALS BARRIS","5","CIVISME","2022","4","3.-Aconseguir que la mesura alternativa a la sanció econòmica (TBC) esdevingui una eina real de promoció del civisme.","Mínim 2 hores dins de les totals que realitza cada TBC (dependrà del grau de la sanció)","Nombre d'hores de formació sobre civisme","Hores","3.0","0.0","2.0","0.0","2.0","0.0","4.0","100.0","818460009","Ajuntament de Rubí","19"
"26","10","Seguretat, Policia Comunitària, Civisme i Convivència","U102 - SERVEI DE CIVISME I CONVIVÈNCIA ALS BARRIS","5","CIVISME","2022","5","5.-Donar resposta ràpida a les queixes, avisos i suggeriments relacionades amb incivisme/conflictes de convivència.","Respondre les AQS en 15 dies","Temps de resposta","No informat","15.0","3.0","3.0","3.0","0.0","0.0","2.25","100.0","818460009","Ajuntament de Rubí","20"
"154","10","Seguretat, Policia Comunitària, Civisme i Convivència","U102 - SERVEI DE CIVISME I CONVIVÈNCIA ALS BARRIS","5","CIVISME","2023","1","1.-Realitzar intervencions directes amb el/la ciutadà/na, a peu de carrer, que busquin revertir conductes incíviques o reforcin comportaments cívics, no associades al manteniment urbà","Mínim  1000 al trimestre","Nombre d'intervencions realitzades en matèria d'ordenances i normativa sobre tinença, mobilitat, gestió de residus, convivència","Intervencions","4000.0","2469.0","1273.0","625.0","1350.0","0.0","5717.0","100.0","818460009","Ajuntament de Rubí","21"
"150","10","Seguretat, Policia Comunitària, Civisme i Convivència","U102 - SERVEI DE CIVISME I CONVIVÈNCIA ALS BARRIS","5","CIVISME","2023","2","2.-Organitzar tallers per a la difusió, promoció i educació en civisme i convivència","Mínim 10 tallers a l'any","Nombre de tallers","Tallers","10.0","8.0","3.0","0.0","12.0","0.0","23.0","100.0","818460009","Ajuntament de Rubí","18"
"152","10","Seguretat, Policia Comunitària, Civisme i Convivència","U102 - SERVEI DE CIVISME I CONVIVÈNCIA ALS BARRIS","5","CIVISME","2023","3","4.-Realitzar campanyes de sensibilització entorn a la promoció del civisme i la millora de la convivència a la ciutat","Mínim 1 a l'any","Nombre de campanyes","Campanyes","1.0","1.0","0.0","0.0","1.0","0.0","2.0","100.0","818460009","Ajuntament de Rubí","112"
"151","10","Seguretat, Policia Comunitària, Civisme i Convivència","U102 - SERVEI DE CIVISME I CONVIVÈNCIA ALS BARRIS","5","CIVISME","2023","4","3.-Aconseguir que la mesura alternativa a la sanció econòmica (TBC) esdevingui una eina real de promoció del civisme.","Mínim 2 hores dins de les totals que realitza cada TBC (dependrà del grau de la sanció)","Nombre d'hores de formació sobre civisme","Hores","3.0","1.0","2.0","0.0","0.0","0.0","3.0","100.0","818460009","Ajuntament de Rubí","19"
"153","10","Seguretat, Policia Comunitària, Civisme i Convivència","U102 - SERVEI DE CIVISME I CONVIVÈNCIA ALS BARRIS","5","CIVISME","2023","5","5.-Donar resposta ràpida a les queixes, avisos i suggeriments relacionades amb incivisme/conflictes de convivència.","Respondre les AQS en 15 dies","Temps de resposta","No informat","15.0","3.0","3.0","10.0","5.0","0.0","5.25","100.0","818460009","Ajuntament de Rubí","20"
"287","10","Seguretat, Policia Comunitària, Civisme i Convivència","U102 - SERVEI DE CIVISME I CONVIVÈNCIA ALS BARRIS","5","CIVISME","2024","1","1.-Realitzar intervencions directes amb el/la ciutadà/na, a peu de carrer, que busquin revertir conductes incíviques o reforcin comportaments cívics, no associades al manteniment urbà","Mínim  1000 al trimestre","Nombre d'intervencions realitzades en matèria d'ordenances i normativa sobre tinença, mobilitat, gestió de residus, convivència","Intervencions","4000.0","1055.0","1118.0","925.0","1235.0","0.0","4333.0","100.0","818460009","Ajuntament de Rubí","21"
"423","10","Seguretat, Policia Comunitària, Civisme i Convivència","U102 - SERVEI DE CIVISME I CONVIVÈNCIA ALS BARRIS","5","CIVISME","2024","2","2.-Organitzar tallers per a la difusió, promoció i educació en civisme i convivència","Mínim 10 tallers a l'any","Nombre de tallers","Tallers","10.0","9.0","2.0","0.0","4.0","0.0","15.0","100.0","818460009","Ajuntament de Rubí","18"
"284","10","Seguretat, Policia Comunitària, Civisme i Convivència","U102 - SERVEI DE CIVISME I CONVIVÈNCIA ALS BARRIS","5","CIVISME","2024","3","3.-Aconseguir que la mesura alternativa a la sanció econòmica (TBC) esdevingui una eina real de promoció del civisme.","Mínim 2 hores dins de les totals que realitza cada TBC (dependrà del grau de la sanció)","Nombre d'hores de formació sobre civisme","Hores","2.0","1.0","1.0","1.0","1.0","0.0","4.0","100.0","818460009","Ajuntament de Rubí","19"
"286","10","Seguretat, Policia Comunitària, Civisme i Convivència","U102 - SERVEI DE CIVISME I CONVIVÈNCIA ALS BARRIS","5","CIVISME","2024","4","5.-Donar resposta ràpida a les queixes, avisos i suggeriments relacionades amb incivisme/conflictes de convivència.","Respondre les AQS en 15 dies","Temps de resposta","No informat","15.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","818460009","Ajuntament de Rubí","20"
